StudentID,Cohort,CohortTerm,Term,AcademicYear,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA
285987,2016-17,3,6,2016-17,0,0,0,0,0,0,0,0,0,1,3,3.34
286044,2011-12,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.15,3.03
286044,2011-12,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.43,3.2
286044,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.65,3.07
286044,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.5,3.5
286044,2011-12,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.65,2.99
286044,2011-12,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.57,3.02
286044,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3,2.55
286044,2011-12,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.3,3.02
286120,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,0,0
286145,2013-14,3,1,2016-17,0,0,0,0,0,0,0,0,0,1,0,2
286145,2013-14,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.7,1.57
286145,2013-14,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.13,2.61
286145,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,2,2
286145,2013-14,3,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.7,2
286145,2013-14,3,6,2014-15,0,0,0,0,0,0,0,0,0,1,3.3,1.66
286280,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.9,2.9
286282,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.55,3.22
286282,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.13,3.2
286282,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.89,3.25
286282,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.37,3.37
286282,2011-12,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.58,3.25
286282,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.97,3.17
286282,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.07,3.2
286282,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.73,3.51
286282,2011-12,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.16
286282,2011-12,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,3.7,3.22
286301,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2,2
286350,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.74,3.36
286350,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.68,2.67
286350,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.82,3.47
286350,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.73,3.31
286350,2012-13,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,2,3.19
286385,2012-13,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.53,2.71
286385,2012-13,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,4,2.66
286385,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.98,2.8
286385,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.57,2.56
286385,2012-13,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.93,2.74
286385,2012-13,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.48,2.75
286385,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.25,2.66
286385,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.82,2.72
286398,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.77,2.74
286398,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2,2.72
286398,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.68,3.23
286398,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2,2
286398,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3,2.74
286398,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.4,2.93
286398,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.47,2.88
286407,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.48,2.47
286407,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.63,2.54
286414,2011-12,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.5,2.27
286414,2011-12,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.67,2.89
286414,2011-12,3,1,2012-13,1,1,0,0,0,0,0,0,0,1,3.05,2.68
286414,2011-12,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,0,1.97
286414,2011-12,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.25,2.47
286414,2011-12,3,3,2012-13,0,1,0,0,0,0,0,0,0,1,3.26,2.88
286414,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.43,2.43
286414,2011-12,3,6,2012-13,0,0,0,0,0,0,0,0,0,1,3.7,2.97
286416,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.66,3.67
286416,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.85,3.85
286416,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.73,3.7
286416,2011-12,1,6,2011-12,0,0,0,0,0,0,0,0,0,1,3.3,3.67
286429,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,0,0
286443,2014-15,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.78,2.99
286443,2014-15,1,1,2015-16,1,0,0,0,0,0,0,0,0,1,3.46,3.35
286443,2014-15,1,1,2014-15,0,1,0,0,0,0,0,0,0,1,3.75,3.75
286443,2014-15,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.29
286443,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.82,3.18
286443,2014-15,1,3,2014-15,1,1,0,0,0,0,0,0,0,1,2.93,3.33
286443,2014-15,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.33
286443,2014-15,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,2,3.18
286443,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,3.15,3.28
286460,2013-14,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.5,2.46
286460,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,1.43,2.33
286460,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.99,2.8
286460,2013-14,1,1,2013-14,1,0,0,0,0,0,0,0,0,1,3.24,3.23
286460,2013-14,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.5,2.6
286460,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,2.48
286460,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.16,2.64
286460,2013-14,1,3,2013-14,0,1,0,0,0,0,0,0,0,1,2.82,3.04
286460,2013-14,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.7,2.42
286460,2013-14,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,2,2.69
286476,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.68,3.67
286476,2016-17,3,6,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.78
286520,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,0,1.13
286520,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,1.75,1.75
286520,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,0.86,1.25
286529,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.14,3.37
286529,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.37,3.36
286529,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.5,3.41
286529,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.67,3.51
286529,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,3.7,3.54
286617,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.02,3.12
286617,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,3.85
286617,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3,2.9
286617,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.58,3.73
286617,2015-16,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,2,3.73
286680,2014-15,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.35,2.35
286680,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.33,1.99
286680,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.43,1.43
286680,2014-15,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,1.7,2.31
286680,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.8,2.35
286680,2014-15,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,2.3,2.25
286680,2014-15,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,2.65,2.17
286680,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,3,1.98
286713,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,0,0
286733,2011-12,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.85,3.4
286733,2011-12,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.58,3.25
286733,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.19,2.97
286733,2011-12,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.55,3.33
286733,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.26,3.09
286733,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.67,2.66
286733,2011-12,3,6,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.16
286778,2011-12,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,0,2.85
286778,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.54,2.85
286778,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.03,2.84
286778,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.06,2.88
286778,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.16,3.16
286778,2011-12,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.95,2.97
286778,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.2,2.9
286778,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.37,2.8
286778,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.69,2.94
286778,2011-12,1,6,2012-13,0,0,0,0,0,0,0,0,0,1,0,2.8
286778,2011-12,1,6,2011-12,0,0,0,0,0,0,0,0,0,1,1.7,2.81
286825,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,1.7,3
286825,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.57,3.56
286825,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.9,2.9
286825,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.78,3.1
286825,2015-16,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.3,3.1
286828,2015-16,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,1.33,1.33
286863,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.96
286863,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.93,3.92
286863,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.42,3.88
286863,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.94
286863,2014-15,1,6,2015-16,0,0,0,0,0,0,0,0,0,1,3.3,3.88
286863,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,4,3.95
286899,2012-13,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.5,2.54
286899,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.35,2.44
286899,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.33,3.33
286899,2012-13,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.33,2.67
286899,2012-13,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.9,2.54
286899,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.34,2.71
286910,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.6,2.39
286910,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.43,2.11
286910,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,1.94,2.03
286910,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2.75,2.75
286910,2011-12,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.57,2.43
286910,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.6,2.19
286910,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.08,2.04
286910,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,1.23,2.1
286939,2011-12,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.42,3.44
286939,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.45,3.32
286939,2011-12,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,0,0
286939,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.8,3.45
286939,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.18,3.17
286939,2011-12,3,6,2011-12,0,0,0,0,0,0,0,0,0,1,3.35,3.22
286968,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.5,3.5
286968,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.6,3.6
286968,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.67,3.54
286968,2015-16,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.43,3.51
286987,2013-14,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.54,3.26
286987,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.9,3.23
286987,2013-14,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.68,3.33
286987,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.08,3.17
286987,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.58,3.57
286994,2016-17,3,3,2016-17,0,0,0,0,0,0,0,0,0,1,1.75,2.33
287013,2013-14,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,1.85,2.08
287013,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.47,1.92
287013,2013-14,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.75,2.22
287013,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.42,2.11
287013,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.62,1.62
287013,2013-14,3,6,2015-16,0,0,0,0,0,0,0,0,0,1,2.8,2.27
287040,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,1.68,1.68
287040,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,1.7,1.7
287040,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,0.68,1.41
287040,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,1.68,1.68
287061,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.23,1.92
287061,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,0,1.92
287061,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.57,2.57
287068,2012-13,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3,3
287093,2013-14,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,4,2.37
287093,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.2,2.01
287093,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2,1.67
287093,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.85,1.9
287093,2013-14,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3,2.42
287093,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2,2.21
287093,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2,1.71
287093,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.33,1.61
287133,2011-12,3,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.8,3.76
287133,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.75,3.83
287133,2011-12,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.81
287133,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.58,3.75
287133,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.93,3.92
287183,2014-15,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.23,3.21
287183,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.34,3.51
287183,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.83,3.75
287183,2014-15,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.25,3.24
287183,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.22,3.21
287183,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.34,3.58
287230,2014-15,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.65,3.4
287230,2014-15,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.75,3.75
287230,2014-15,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.77,3.5
287230,2014-15,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.5,3.63
287230,2014-15,1,6,2014-15,0,0,0,0,0,0,0,0,0,1,3,3.56
287254,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.15,3.47
287254,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.38,3.5
287254,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.88,3.88
287254,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.77,3.52
287254,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,3.7,3.56
287254,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.26,3.57
287269,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.93,3.67
287298,2014-15,3,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.23,3.03
287298,2014-15,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.4,3.33
287298,2014-15,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.14,3.26
287298,2014-15,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.25,3.25
287320,2011-12,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.54,3.22
287320,2011-12,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.51,3.07
287320,2011-12,3,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.01,2.91
287320,2011-12,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,3.31
287320,2011-12,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.54,3.15
287320,2011-12,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3,2.93
287320,2011-12,3,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.9,2.91
287320,2011-12,3,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.77,2.76
287347,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,2.83,2.07
287347,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.18,2.5
287351,2013-14,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.8,2.51
287351,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,0,2.3
287351,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.33,2.8
287351,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.73,2.72
287351,2013-14,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.15,2.46
287351,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,0,2.3
287351,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,1,2.58
287351,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.43,3.28
287351,2013-14,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,1,2.4
287351,2013-14,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,2.3,3.13
287513,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,0,1.34
287513,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.43,2.42
287513,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,1.7,2.04
287544,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.4,3.33
287544,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.67,3.37
287544,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.5,3.5
287544,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.23,3.38
287544,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.9,3.24
287544,2012-13,1,6,2013-14,0,0,0,0,0,0,0,0,0,1,3,3.33
287563,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.33,3.32
287563,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.18,3.25
287563,2016-17,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,3,3.22
287587,2011-12,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,2.15,2.47
287587,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.53,2.5
287587,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.4,2.53
287587,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,2.57,2.64
287587,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2.25,2.25
287587,2011-12,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,2.69,2.56
287587,2011-12,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,2.77,2.5
287587,2011-12,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.23,2.46
287587,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,2.6,2.54
287587,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2,2.58
287587,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.23,2.67
287587,2011-12,1,6,2016-17,0,0,0,0,0,0,0,0,0,1,2,2.54
287649,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.68,3.67
287649,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.18,3.42
287658,2013-14,3,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.05,3.22
287658,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.28,3.27
287658,2013-14,3,3,2015-16,0,0,0,0,0,0,0,0,0,1,4,3.28
287658,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.23,2.93
287658,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.09,3.09
287658,2013-14,3,6,2014-15,0,0,0,0,0,0,0,0,0,1,2,3.18
287658,2013-14,3,6,2013-14,0,0,0,0,0,0,0,0,0,1,4,3.16
287663,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.92,3.94
287663,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.9,3.92
287663,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,4,4
287663,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,4,3.94
287663,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.9,3.94
287708,2012-13,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2,2.5
287708,2012-13,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,2.85,2.87
287708,2012-13,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.18,3.17
287708,2012-13,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.6,2.58
287708,2012-13,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.66,2.88
287808,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.9,3.76
287808,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.1,3.5
287831,2011-12,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,2.9,2.92
287831,2011-12,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.5,2.88
287831,2011-12,1,1,2012-13,0,0,0,0,0,0,0,0,0,1,3.08,2.75
287831,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2.67,2.67
287831,2011-12,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.15,2.95
287831,2011-12,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,3.15,2.92
287831,2011-12,1,3,2012-13,0,0,0,0,0,0,0,0,0,1,2.68,2.73
287831,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,2.5,2.58
287848,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,2.76,2.76
287848,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3.28,2.95
287848,2011-12,1,6,2011-12,0,0,0,0,0,0,0,0,0,1,4,3.02
287876,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.32,2.57
287876,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,1.8,2.08
287876,2013-14,1,1,2013-14,0,0,0,0,0,0,0,0,0,1,3.5,3.5
287876,2013-14,1,3,2015-16,0,0,0,0,0,0,0,0,0,1,3.54,2.8
287876,2013-14,1,3,2014-15,0,0,0,0,0,0,0,0,0,1,2.5,1.91
287876,2013-14,1,3,2013-14,0,0,0,0,0,0,0,0,0,1,1.43,2.26
287941,2013-14,3,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.08,3.03
287941,2013-14,3,3,2014-15,0,0,0,0,0,0,0,0,0,1,3.35,3.21
287941,2013-14,3,3,2013-14,0,0,0,0,0,0,0,0,0,1,3,3
287941,2013-14,3,6,2014-15,0,0,0,0,0,0,0,0,0,1,3,3.14
287941,2013-14,3,6,2013-14,0,0,0,0,0,0,0,0,0,1,3,3
287944,2015-16,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.96
287944,2015-16,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.9,3.9
287944,2015-16,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,3.93,3.95
287944,2015-16,1,3,2015-16,1,0,0,0,0,0,0,0,0,1,4,3.94
287963,2016-17,1,1,2016-17,0,0,0,0,0,0,0,0,0,1,3.9,3.9
287963,2016-17,1,3,2016-17,0,0,0,0,0,0,0,0,0,1,4,3.94
288039,2011-12,1,1,2011-12,0,0,0,0,0,0,0,0,0,1,3.45,3.45
288039,2011-12,1,3,2011-12,0,0,0,0,0,0,0,0,0,1,3,3.22
288061,2013-14,1,1,2015-16,0,0,0,0,0,0,0,0,0,1,3.85,3.72
288061,2013-14,1,1,2014-15,0,0,0,0,0,0,0,0,0,1,3.75,3.7
